function	AS102	AS103	AS105	AS106	AS107	AS111	AS112	AS113	AS114	AS115	AS117	AS120	AS122	AS123	AS124	AS125	AS127	AS128	AS129	AS130	AS131	AS132	AS133	AS134	AS136	AS137	AS139	AS140	AS141	AS142	AS149	AS150	AS152	AS153	AS154	AS155	AS156	AS157	AS160	AS162	AS163	AS164	AS167	AS169	AS172	AS173	AS174	AS175	AS177	AS178	AS179	AS180	AS181	AS182	AS183	AS185	AS186	AS187	AS188	AS189	AS190	AS191	AS193	AS195	AS196	AS204	AS205	AS206	AS207	AS208	AS212	AS214	AS216	AS221	AS223	AS226	AS227	AS228	AS229	AS230	AS232	AS233	AS235	AS236	AS237	AS239	AS240	AS242	AS244	AS245	AS246	AS247	AS248	AS249	AS66	AS67	AS68	AS69	AS71	AS72	AS73	AS74	AS75	AS76	AS77	AS78	AS79	AS80	AS81	AS82	AS83	AS84	AS85	AS86	AS87	AS88	AS90	AS91	AS92	AS93
1.13.11.46-RXN	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	45.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.33	58.33	16.67	15.0	0.0	0.0	14.33	0.0	0.0	26.0	0.0	0.0	0.0	6.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.49-RXN	193.97	55.73	22.0	237.0	41.0	21.0	0.0	5.0	190.33	59.0	691.47	251.78	44.0	203.0	71.67	271.0	310.44	345.0	189.27	456.0	171.0	149.45	471.0	101.45	149.09	264.0	100.0	202.8	465.5	164.5	588.0	556.0	617.66	610.3299999999998	1142.67	725.6700000000002	446.67	349.0	251.66	535.45	117.11	291.0	296.4	11.0	223.27	125.67	251.0	82.0	262.78	189.88	148.67000000000004	166.89	231.45	511.94	274.89	782.0	320.5	945.0	612.0	495.67	537.0	724.3299999999998	172.0	569.5	931.5	48.0	71.0	253.67	365.39	124.45	529.0	1297.94	252.0	295.28	220.0	1460.0	597.22	932.78	899.22	1564.33	1067.22	673.44	490.78	737.83	517.8299999999998	341.11	408.5	359.78	780.6700000000002	257.0	481.0	418.5	334.89	463.44	298.0	861.03	78.0	1981.0	1022.0	908.0	2418.67	336.0	662.0	665.5	312.0	1051.0	183.0	572.5	217.0	454.89	389.0	472.0	462.67	929.5	1171.0	772.5	856.5	739.0	97.0	407.5
1.13.11.6-RXN	12.83	24.3	164.0	6.0	9.5	29.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	9.0	20.67	0.8	65.33	108.0	0.0	84.0	11.0	0.0	0.0	46.0	6.0	0.0	0.0	0.0	39.2	82.0	36.0	0.0	18.33	58.33	16.67	30.0	19.6	2.4	14.33	10.0	43.2	39.4	0.0	30.0	0.0	19.67	0.0	0.0	19.5	29.6	0.0	26.5	54.5	94.4	47.5	86.0	155.0	84.0	25.0	40.0	106.0	112.0	51.0	0.0	101.4	4.5	15.0	22.0	0.0	12.0	15.8	9.4	0.0	59.6	0.0	6.6	8.0	17.200000000000006	7.0	9.0	0.0	7.0	0.0	10.0	0.0	4.67	21.0	0.0	0.0	4.2	0.0	12.8	0.0	25.0	5.0	8.0	445.1	0.0	0.0	71.0	0.0	29.0	1261.0	282.0	139.0	185.0	775.1	464.0	423.0	99.0	24.0	59.0	147.0	163.0	163.0	549.0	252.0	177.4	56.0	171.0
1.13.11.9-RXN	11.0	18.0	6.4	3.0	6.0	3.0	2.2	6.4	6.0	2.2	7.8	34.2	30.8	3.8	8.0	8.6	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	115.0	103.0	10.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	18.0	7.8	13.0	63.2	30.2	6.4	12.2	29.4	9.2	26.2	23.0	6.6	5.2	2.4	4.8	0.0	2.6	5.0	7.6	0.0	6.0	0.0	0.0	0.0	6.2	5.0	2.4	3.0	4.0	0.0	0.0	48.0	35.0	0.0	0.0	66.0	0.0	0.0	77.0	0.0	9.0	16.0	79.0	42.0	52.0	0.0	0.0	0.0	0.0	0.0	21.0	15.0	0.0	29.0	8.0	0.0
1.14.11.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.33	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.0	0.0	0.0	18.0	0.0	0.0	14.0	0.0	0.0
1.14.11.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.5	0.0	7.67	22.5	0.0	24.0	0.0	0.0	0.0	0.0	28.3	33.9	30.0	40.0	24.0	0.0	0.0	19.0	2.0	15.0	4.0	19.0	38.0	8.0	16.0	54.5	40.83	18.67	40.0	16.67	0.0	5.0	0.0	13.0	20.0	14.33	23.5	0.0	13.0	0.0	43.0	0.0	17.0	42.4	58.33	0.0	0.0	0.0	0.0	0.0	0.0	14.0	191.0	53.0	0.0	79.0	0.0	29.0	44.0	69.0	28.0	20.0	0.0	0.0	0.0	16.0	2.4	8.0	27.5	0.0	55.0	1.8	0.8	1.2	0.0	0.8	16.0	0.0	6.5	6.5	7.0	0.0	0.0	0.0	59.0	20.5	28.5	11.0	50.0	66.5	17.0	11.0	16.0	18.33	18.83	88.5	70.0	39.5	104.5	28.0	0.0	4.5
1.14.11.2-RXN	99.5	220.0	422.4	3.0	242.0	3.0	2.2	32.4	51.0	142.2	23.3	62.2	30.8	3.8	8.0	8.6	65.0	293.0	108.0	299.0	0.0	74.0	0.0	87.0	75.0	0.0	0.0	145.4	421.5	611.5	234.0	152.0	26.0	114.0	146.0	257.0	29.5	209.0	56.5	96.0	114.5	100.0	12.0	127.0	11.0	10.0	191.0	40.2	67.5	54.0	0.0	13.0	172.0	55.0	38.0	386.5	181.5	447.0	292.5	357.0	278.0	270.0	214.0	78.5	316.0	39.3	73.0	63.2	176.2	43.9	69.7	103.9	56.2	46.7	59.0	41.6	58.7	143.9	48.8	83.5	2.6	89.0	53.1	25.0	13.5	38.0	101.0	19.0	13.7	5.0	103.4	65.5	4.0	6.0	94.0	101.0	230.5	902.5	368.5	126.0	32.0	54.0	314.5	200.0	77.0	54.0	280.0	234.5	189.0	263.5	26.5	29.0	174.0	171.0	260.5	115.5	134.0	210.5	32.0	65.0
1.14.12.1-RXN	0.0	9.6	2.0	5.6	0.0	0.0	2.8	0.0	79.2	119.0	0.0	40.0	4.4	0.0	1.6	6.800000000000002	0.0	0.0	0.0	0.0	15.34	0.0	0.0	0.0	0.0	0.0	0.0	2.5	34.4	0.0	2.0	0.0	7.5	24.0	3.0	0.0	13.95	4.8	0.0	20.0	0.0	26.8	8.0	0.0	16.66	17.34	0.0	15.34	0.0	27.2	0.0	0.0	24.0	25.46	0.0	0.0	0.0	3.5	0.0	0.0	16.0	41.0	8.66	0.0	6.8	4.5	9.2	12.8	8.4	0.0	3.25	1.5	10.4	2.75	0.0	4.2	6.25	4.1	4.0	2.25	0.0	26.35	5.85	0.0	0.0	0.0	1.5	0.0	0.0	11.6	0.0	6.35	0.0	13.0	30.5	959.6	56.0	4.25	2.75	0.0	0.0	0.0	41.5	0.0	14.0	18.0	63.2	38.0	0.0	0.0	0.0	8.66	12.66	0.0	0.0	0.0	0.0	30.8	0.0	0.0
1.14.12.18-RXN	16.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	25.0	5.0	512.0	0.0	0.0	129.0	0.0	6.0	102.0	0.0	0.0	0.0	9.0	12.0	42.0	36.0	13.0	30.0	54.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	0.0	23.0	8.0	36.0	45.0	84.0	29.0	0.0	20.0	10.0	0.0	57.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	158.0	81.0	65.0	200.0	22.0	0.0	23.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	9.5	19.0	0.0	0.0	0.0	0.0	0.0	5.5	17.5	0.0	0.0	0.0	0.0	0.0	4.0	27.5	0.0	2.5	0.0	0.0	0.0	0.0	12.5	13.5	0.0	0.0	0.0	9.0	11.5	61.0	66.5	0.0	0.0	5.5	0.0	34.0	24.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.59-RXN	24.47	45.23	2.0	55.6	26.5	0.0	2.8	0.0	87.53	124.0	25.27	79.78	4.4	124.0	32.27	64.2	76.24	0.0	73.27	61.0	22.0	24.45	34.0	48.45	14.09	100.0	14.0	135.0	0.0	17.0	13.0	64.0	30.33	58.33	16.67	34.0	0.0	15.0	17.0	35.45	43.64	26.0	22.62	51.0	33.27	16.67	153.0	9.0	133.28	20.44	1.67	43.39	147.39	194.0	129.39	103.0	13.0	280.0	145.0	48.0	167.5	188.0	77.0	0.0	154.0	14.0	25.2	16.47	66.18	21.78	237.8	463.84	67.4	67.38	0.0	857.0	287.78	273.18	442.22	999.89	839.22	280.04	282.38	354.33	15.33	86.11	69.0	24.45	79.67	4.2	31.5	23.0	33.89	23.44	0.0	11.96	4.8	245.0	145.0	124.0	1027.0	88.0	153.0	75.0	83.0	32.0	38.0	151.0	68.0	131.0	127.0	63.0	29.0	206.0	152.0	149.0	134.0	72.0	31.0	58.0
1.14.13.70-RXN	16.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	82.0	5.0	535.0	38.0	0.0	129.0	0.0	6.0	102.0	0.0	14.0	0.0	9.0	35.0	76.0	59.0	13.0	31.0	69.0	36.0	0.0	0.0	217.0	0.0	5.0	4.0	336.0	247.0	84.0	93.0	13.0	0.0	13.0	0.0	23.0	8.0	57.0	45.0	146.0	29.0	19.0	20.0	10.0	0.0	57.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	21.0	7.0	158.0	81.0	76.0	200.0	24.0	0.0	23.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.84-RXN	21.75	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	8.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	106.0	0.0	0.0	0.0	3.0	0.0	27.75	30.25	25.0	13.75	21.5	28.5	21.0	3.5	6.75	23.5	5.25	0.0	0.0	6.0	7.75	0.0	3.25	0.0	0.0	0.0	0.0	2.5	4.25	4.0	0.0	0.0	1.25	0.0	2.5	3.75	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.75	0.0	0.0	0.0	0.0	11.0	20.25	12.0	0.0	9.0	22.0	26.75	35.0	13.25	99.25	0.0	25.0	13.5	7.25	20.25	3.0	9.25	0.0	75.0
1.14.19.1-RXN	138.59	267.0	933.4	117.26	349.3400000000001	51.99	381.67	242.74	240.87	391.87	42.21	294.87	80.19999999999997	299.46	112.6	106.8	543.67	1016.34	98.34	866.84	264.34	457.34	1002.99	411.66	299.33	307.0	0.0	325.4	958.75	623.25	460.51	550.0	689.66	609.0	809.0	475.34	460.03	306.0	448.41	839.0	722.4200000000002	587.0	191.0	128.0	359.65	98.99	98.67	99.21	825.4200000000002	37.33	311.33	363.5	298.0	498.83	797.17	515.75	281.25	483.0	154.75	448.84	465.0	505.66	309.8300000000001	58.75	519.5	64.55	93.2	184.0	180.6	218.49	498.2	208.32	34.6	279.2	67.33	459.6	251.03	529.3199999999998	304.3	141.32999999999996	70.6	108.52	114.53	147.5	181.75	53.0	94.0	233.0	297.45	172.2	273.9	509.0	303.0	222.0	863.5	2210.94	891.55	898.0	741.0	1288.0	1846.34	643.33	2271.91	2052.17	861.99	2068.0	2226.66	2814.75	1968.0	803.75	781.5799999999998	840.66	884.5	2555.67	3135.75	2079.09	2705.66	2850.58	345.01	1732.5
1.14.19.3-RXN	102.33	43.8	178.0	196.8	40.0	40.0	1.4	0.0	521.27	443.17	1689.0	246.67	2.2	455.33	32.47	190.4	371.33	206.0	230.0	320.0	139.0	154.0	408.0	279.0	58.0	220.0	227.0	240.0	104.2	172.0	678.0	202.0	217.33	260.33	1054.67	739.0	327.6	325.4	53.33	214.0	111.2	39.4	109.0	74.0	235.33	236.0	611.6700000000002	87.0	437.67	130.6	32.33	65.0	242.0	333.4	318.0	367.0	224.0	513.0	277.0	160.0	410.0	690.5	155.0	179.0	408.4	20.75	35.6	28.4	121.2	101.0	527.8	1554.07	348.2	421.6	721.33	1380.6	613.3299999999998	844.87	774.0	1456.33	1075.0	506.47	372.13	610.0	84.0	174.67000000000004	205.0	57.0	193.0	87.80000000000003	151.0	212.8	80.0	92.5	323.25	638.8	608.5	1741.0	408.0	125.0	84.0	47.0	1493.75	465.0	256.0	453.0	1311.1	798.0	593.0	312.0	59.0	167.0	209.0	476.0	379.0	932.0	417.0	429.4	82.0	435.0
1.15.1.2-RXN	29.0	11.0	14.0	21.0	9.0	785.0	3852.0	3017.0	6.0	18.0	23.0	641.0	749.0	3697.0	995.0	397.0	3075.0	4430.0	556.0	3769.0	757.0	2204.0	934.0	2670.0	1934.0	1519.0	661.0	3147.0	3.8	39.4	207.0	1661.0	386.0	332.0	567.0	706.0	64.0	71.0	1680.67	1870.0	301.0	153.0	495.0	421.0	120.0	726.0	1050.0	810.0	1282.0	483.0	58.0	219.0	269.0	1725.0	985.0	242.0	410.0	27.0	320.0	16.0	80.0	1271.4	934.0	6.0	1095.0	561.0	116.0	336.0	481.0	1395.0	6.0	0.0	359.0	34.0	105.0	59.0	58.0	342.0	76.0	47.0	20.0	41.0	70.0	86.0	2.4	0.0	0.0	470.67	21.0	32.8	0.8	21.2	27.0	29.8	29.0	36.0	89.0	46.0	0.0	18.0	40.0	17.0	115.0	334.0	56.0	65.0	44.0	15.0	18.0	10.0	35.0	12.0	21.0	200.0	241.0	144.0	265.0	111.0	0.0	182.0
1.17.1.1-RXN	119.5	62.3	8.4	60.0	25.5	3.0	2.2	6.4	50.0	30.2	554.8	61.2	47.8	149.8	8.0	45.4	518.0	33.0	20.5	0.0	24.34	90.5	62.0	60.0	47.0	98.0	71.0	64.4	334.2	287.43	56.0	110.0	24.0	0.0	0.0	33.0	23.270000000000003	21.4	29.0	51.0	125.67	115.4	97.0	77.5	237.16	86.34	178.0	72.53999999999998	68.5	54.6	10.0	68.5	164.5	50.06	662.5	150.0	49.86	269.0	334.43	64.0	28.71	392.0	287.66	12.0	278.54	23.8	26.0	63.2	30.2	167.4	295.2	437.4	90.2	210.2	239.0	332.2	212.2	350.2	291.8	322.0	195.6	196.0	166.6	138.0	132.0	81.0	95.5	176.0	306.2	191.2	94.69	199.8	139.0	128.0	0.0	455.0	554.1	37.0	47.0	434.0	190.0	18.0	115.0	17.0	159.5	171.0	360.6	343.0	346.0	71.0	16.0	243.66	148.82999999999996	115.5	101.5	140.0	69.0	282.4	63.0	99.0
1.17.4.2-RXN	431.64	295.03	61.0	120.5	152.5	875.0	5081.67	4100.0	282.33	114.0	233.47	1264.78	1114.0	3980.33	1122.0	595.8	3797.78	4839.0	626.27	4127.0	1006.67	2552.16	1100.0	3253.78	3295.42	3568.0	2159.33	5620.47	151.0	286.83	350.0	1862.5	415.0	365.5	694.62	846.0	81.6	147.78	1700.0	2073.2	515.44	167.65	776.62	545.0	330.27	799.83	1277.0	921.62	1350.28	635.25	68.67	318.51	539.39	1871.4	1177.39	698.0	904.86	193.0	580.4300000000002	123.0	189.71	1692.4	1147.0	18.0	1546.54	879.0	663.0	773.67	1035.78	1812.78	351.0	390.44	679.0	180.78	576.0	392.6	310.78	644.5799999999998	378.22	314.89	184.22	336.44	290.78	243.33	23.73	73.44	75.0	780.78	148.67000000000004	216.0	88.59	555.0	177.89	40.74	441.0	111.36	255.6	235.0	48.0	424.0	40.0	44.5	289.17	382.0	337.5	7946.0	454.48	652.0	389.25	81.0	124.0	137.0	166.0	345.17	357.5	355.5	381.62	158.4	67.0	207.5
1.17.99.1-RXN	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.2	4.8	0.0	0.0	0.0	26.8	0.0	0.0	0.0	0.0	0.0	0.0	156.5	17.2	0.0	0.0	0.0	36.3	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.6	4.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4	0.0	3.6	0.0	8.0	0.0	0.0	34.2	0.0	0.0	0.0	0.0	151.82999999999996	214.33	342.67	6.5	27.5	12.2	349.0	262.5	24.5	22.0	22.5	0.0	452.17	547.5	111.17	225.83	437.63	10.0	185.17
1.18.1.2-RXN	644.48	589.63	729.4	440.93	609.1700000000002	92.66	467.67	498.07	1051.04	1180.04	2401.9	1217.32	404.7	782.7900000000002	218.1	606.2	2018.58	1015.67	650.44	1440.67	1327.34	2957.67	5373.33	912.61	852.92	929.5	699.3299999999998	1318.07	1649.27	1543.1	1838.67	969.0	1210.33	1197.5	2466.62	2027.67	903.8099999999997	1038.08	671.3299999999998	1384.2	1228.77	759.95	606.62	331.5	1729.59	535.83	1088.84	383.16	1197.62	838.45	1221.83	1366.01	974.39	2341.53	1231.73	1565.83	964.36	1542.0	1732.43	1190.17	1187.21	1327.33	537.3299999999998	597.0	1496.84	369.8	617.2	583.67	871.38	617.02	1181.03	2700.35	736.27	787.48	1196.99	2452.4	2099.64	2259.42	1752.02	2373.05	1375.32	1151.38	861.64	1223.33	674.3299999999998	581.27	692.5	615.78	1254.54	610.97	845.69	936.57	801.89	641.44	775.0	2419.96	911.1	3875.5	1432.0	1802.0	2841.67	826.33	2177.66	1850.67	847.66	5432.0	1815.85	2516.83	1571.75	1129.33	822.33	908.66	1095.16	2429.84	3057.0	1892.51	2213.11	2592.03	407.67	1886.83
1.2.1.2-RXN	526.8299999999998	313.2	671.6	369.5	440.0	68.01	494.14	317.6	285.0	278.3	1478.4	496.8	243.2	929.86	216.17	751.5999999999998	2776.87	1474.0	577.0	1964.0	509.68	736.82	727.0	865.48	1381.16	1789.5	1088.65	2430.75	2374.8	1681.15	1810.0	902.0	2332.66	1685.33	2791.51	2086.67	720.9	1079.26	704.17	1269.75	236.0	450.35	337.0	273.0	879.16	380.16	752.5	254.48	647.0	251.22	131.0	474.84	714.0	795.76	1169.5	1494.0	1085.3	1638.0	1367.15	957.17	920.05	1835.33	960.66	408.0	2100.8	135.2	187.0	279.8	483.3	512.27	2141.8	3244.6	344.8	982.8	400.0	3928.3	1632.3	2793.8	2716.7	4761.5	2440.9	1756.5	1425.9	2113.0	719.5	1427.17	1671.0	635.01	1519.3	620.8	484.55	1367.7	1006.5	608.5	926.5	2284.65	1645.4	3760.0	1668.8200000000004	2343.0	1884.99	485.5	2228.85	1701.0	542.5	974.0	3238.56	2581.0	2059.75	964.66	716.0	988.66	625.6600000000002	2061.35	2522.0	1437.5	2005.34	2892.6	99.0	1429.5
1.2.1.27-RXN	397.0	336.9	400.4	332.6	359.5	91.33	661.67	412.4	563.54	702.37	1259.0	435.87	173.2	675.46	174.77	521.2	2019.2	975.0	527.5	1691.0	563.68	695.71	636.3299999999998	732.49	653.83	779.5	170.32999999999996	1069.37	1293.6	1105.0	1137.67	925.5	1101.83	1012.83	1436.29	1171.0	545.3900000000001	638.0799999999998	446.83	1210.75	863.0	428.95	576.0	329.5	1514.65	421.84	964.17	294.83	544.6700000000002	466.01	88.33	263.12	761.0	873.19	1072.0	1037.0	704.0	1284.5	834.5	730.5	791.5	1400.0	570.99	611.5	1380.7	163.3	266.2	321.0	598.6	453.07	1498.78	2576.24	408.27	602.95	415.66	2973.9	1227.28	2083.9700000000007	1900.8	3327.58	2119.1	1257.52	1000.28	1523.5	597.5	684.17	807.0	474.0	1173.87	406.47	642.4	797.8199999999998	758.0	620.0	1068.0	2110.9300000000007	766.1	3156.25	1570.75	2039.0	4340.0	580.0	1608.17	1019.5	717.66	1265.5	1569.5100000000002	1656.0	1066.25	1024.33	975.67	838.49	518.49	1670.17	1577.0	1362.5	1370.62	1432.2	220.67	957.0
1.2.1.32-RXN	39.83	15.3	12.0	39.0	9.5	5.0	0.0	0.0	25.0	5.0	517.0	51.0	0.0	159.0	20.67	6.8	167.32999999999996	217.0	0.0	83.0	32.0	33.0	180.0	91.0	32.0	92.0	54.0	60.0	58.0	1.4	70.0	23.0	111.33	157.32999999999996	143.67000000000004	66.0	67.6	48.4	86.33	143.0	53.0	81.4	23.0	13.0	76.0	51.67	84.0	29.0	19.5	28.6	10.0	93.5	111.5	37.4	607.5	268.0	78.0	275.0	130.0	118.0	180.0	308.4	160.0	0.0	206.4	4.5	0.0	0.0	0.0	28.0	0.0	169.0	81.0	93.0	200.0	86.6	50.0	51.8	26.0	47.0	93.0	36.0	28.0	0.0	2.4	4.67	21.0	0.0	0.0	6.0	0.8	14.0	0.0	25.8	0.0	0.0	46.1	0.0	20.0	20.0	0.0	7.0	52.0	146.0	34.0	85.0	52.1	29.0	29.0	24.0	0.0	80.0	102.0	7.0	77.0	130.0	141.0	67.4	13.0	117.0
1.2.1.45-RXN	25.75	30.5	12.8	6.0	12.0	6.0	4.4	12.8	12.0	4.4	19.35	79.4	53.6	7.6	16.0	17.2	22.0	33.0	0.0	8.5	0.0	0.0	0.0	0.0	34.0	0.0	0.0	5.3	117.25	128.25	13.0	36.0	7.5	24.0	3.0	14.0	6.75	0.0	2.75	0.0	1.75	0.0	0.0	0.0	0.0	0.0	23.0	6.4	6.75	0.0	0.0	0.0	0.0	33.0	12.0	109.75	64.25	28.5	52.75	21.5	28.5	152.0	144.5	6.75	109.5	20.85	39.0	76.4	55.4	20.55	43.65	47.55	18.4	57.15	46.0	16.2	19.15	21.55	13.6	2.25	5.2	19.0	33.45	7.5	9.75	0.0	1.5	0.0	13.65	10.0	4.8	8.75	8.0	3.0	0.0	48.0	170.75	4.25	120.75	190.0	1027.0	88.0	242.25	87.0	78.0	54.0	119.0	183.75	188.0	133.25	94.25	55.0	60.0	181.5	180.25	145.25	123.0	149.25	39.0	77.0
1.2.1.66-RXN	161.32999999999996	50.0	0.0	258.0	34.0	11.0	0.0	0.0	176.0	48.0	547.0	185.0	24.0	212.0	52.67	310.0	236.33	345.0	188.0	498.0	193.0	124.0	358.0	80.0	78.0	269.0	100.0	203.0	67.0	22.0	588.0	545.0	600.3299999999998	579.3299999999998	1052.67	706.0	377.0	340.0	77.33	343.0	60.0	37.0	49.0	8.0	87.0	125.67	284.0	45.0	230.0	97.0	54.0	50.0	161.0	321.0	244.0	604.0	226.0	834.0	566.0	398.0	489.0	572.0	143.0	538.0	742.0	39.0	32.0	45.0	113.0	100.0	715.0	1515.0	225.0	282.0	200.0	2009.0	645.0	815.0	1028.0	2344.0	1808.0	694.0	595.0	961.0	313.0	340.67	408.0	170.0	533.0	143.0	344.0	352.0	273.0	276.0	186.0	145.0	0.0	2102.0	668.0	160.0	423.0	49.0	84.0	76.0	41.0	805.0	25.0	161.0	12.0	199.0	183.0	107.0	14.0	161.0	184.0	137.0	139.0	128.0	20.0	94.0
1.2.1.9-RXN	29.97	34.53	16.0	0.0	13.0	10.0	0.0	0.0	14.33	27.75	13.27	59.78	20.0	9.0	18.67	20.8	54.24	57.0	1.27	47.0	0.0	1.45	0.0	1.45	20.09	9.0	0.0	11.0	17.2	0.0	27.0	0.0	18.33	58.33	16.67	30.0	3.6	7.4	14.33	0.45	2.44	39.4	22.4	26.0	1.27	19.67	0.0	0.0	18.78	38.48	1.67	3.89	8.45	82.84	28.89	42.0	120.5	19.0	0.0	0.0	45.0	160.0	76.0	5.5	72.9	19.0	66.0	36.67	36.89	2.78	12.0	48.94	29.0	37.28	20.0	16.6	36.22	36.58	40.72	39.83	2.22	43.44	43.78	34.33	12.83	66.11	66.5	0.78	7.67	28.7	9.0	35.8	27.39	27.44	15.25	491.36	179.6	0.0	0.0	0.0	0.0	13.0	111.75	236.0	56.0	3859.0	187.6	272.0	101.0	73.89	0.0	31.0	64.0	70.0	106.0	286.0	156.0	76.4	19.0	81.0
